index,id,title,description,channelTitle,tags,categoryId,duration,viewCount,likeCount,dislikeCount,commentCount,documents,Doc,Topic,Probability
10076,AfKXldzV6pM,Crystal Healing Sound Bath - Crystal Singing Bowls - Sound Healing Music for Relaxation,"We begin this weeks sound bath with the Mahamrityunjaya Mantra, an invocation to Shiva to remove fear, promote long life, and to benefit our mental, emotional and physical health.  The words to the mantra are: o tryambaka yajmahe sugandhi pui-vardhanam urvrukam iva bandhann mtyor mukya m mtt  which roughly translates to We worship the three-eyed One, who is fragrant and who nourishes all. Like the fruit falls off from the bondage of the stem, may we be liberated from death, from mortality. The mantra promotes liberation from fear, healing rejuvenation and nurturance.",Dynasty Electrik,"sound bath, sound healing, music for relaxation, music for sleep, music for meditation, music for yoga, crystal singing bowls, singing bowls, peaceful music, relaxation, pleiadian, pleiades",10,PT26M14S,1818.0,59.0,0.0,17.0,"Crystal Healing Sound Bath - Crystal Singing Bowls - Sound Healing Music for Relaxation We begin this weeks sound bath with the Mahamrityunjaya Mantra, an invocation to Shiva to remove fear, promote long life, and to benefit our mental, emotional and physical health.  The words to the mantra are: o tryambaka yajmahe sugandhi pui-vardhanam urvrukam iva bandhann mtyor mukya m mtt  which roughly translates to We worship the three-eyed One, who is fragrant and who nourishes all. Like the fruit falls off from the bondage of the stem, may we be liberated from death, from mortality. The mantra promotes liberation from fear, healing rejuvenation and nurturance. sound bath, sound healing, music for relaxation, music for sleep, music for meditation, music for yoga, crystal singing bowls, singing bowls, peaceful music, relaxation, pleiadian, pleiades",204,2,0.9633592963218689
5642,5CAxJPRJ9b8,Yin Yoga | YOGA by Eli,"Yin Yoga skierowana jest dosownie dla wszystkich, ktrzy szukaj kontaktu ze sob. Tych elastycznych i mniej elastycznych. Dla maych i duych. Dla kobiet i mczyzn! To praktyka spokoju i ciszy, cierpliwoci i braku reaktywnoci w nas samych, kiedy w rodku ciaa dzieje si bardzo duo. Poprzez praktyk Yin Yogi stajemy si lepszymi suchaczami samych siebie, stajemy si mdrzejsi i ciekawsi, gdy eksplorujemy swoje wntrze.",YOGA by Eli,"#yogabyeli, #yoga, #jogiczni, #yinyoga, #wchodzenamate, #freeyoga",22,PT33M25S,5436.0,156.0,3.0,25.0,"Yin Yoga | YOGA by Eli Yin Yoga skierowana jest dosownie dla wszystkich, ktrzy szukaj kontaktu ze sob. Tych elastycznych i mniej elastycznych. Dla maych i duych. Dla kobiet i mczyzn! To praktyka spokoju i ciszy, cierpliwoci i braku reaktywnoci w nas samych, kiedy w rodku ciaa dzieje si bardzo duo. Poprzez praktyk Yin Yogi stajemy si lepszymi suchaczami samych siebie, stajemy si mdrzejsi i ciekawsi, gdy eksplorujemy swoje wntrze. #yogabyeli, #yoga, #jogiczni, #yinyoga, #wchodzenamate, #freeyoga",205,0,0.2034977525472641
2124,_DDb2fZbyNg,YOGA FOR MENTAL STRENGTH | 20 MINUTE VINYASA FLOW,This 20 minute vinyasa yoga flow is designed to challenge you physically and mentally. This total-body practice will help you increase mental strength and resilience. ,Flow with Shreya,"yoga, yoga tutorials, flow with shreya, yoga at home, home yoga, shreytilly, mindfulness, yoga stretches, free yoga, free yoga class, yoga class, yoga for mental health, mental health, yoga for concentration, yoga practice, at home yoga, yoga for wellbeing, yoga for stress, yoga for focus, yoga every damn day, mental wellness, yoga for beginners, yoga for stress relief, vinyasa yoga, yoga for back, yoga for all levels, yoga for mental strength, vinyasa flow, yoga flow",26,PT21M47S,251.0,13.0,0.0,5.0,"YOGA FOR MENTAL STRENGTH | 20 MINUTE VINYASA FLOW This 20 minute vinyasa yoga flow is designed to challenge you physically and mentally. This total-body practice will help you increase mental strength and resilience.  yoga, yoga tutorials, flow with shreya, yoga at home, home yoga, shreytilly, mindfulness, yoga stretches, free yoga, free yoga class, yoga class, yoga for mental health, mental health, yoga for concentration, yoga practice, at home yoga, yoga for wellbeing, yoga for stress, yoga for focus, yoga every damn day, mental wellness, yoga for beginners, yoga for stress relief, vinyasa yoga, yoga for back, yoga for all levels, yoga for mental strength, vinyasa flow, yoga flow",206,3,0.962591826915741
7243,lNUJONt1b2U,Pregnant Lara Dutta does prenatal YOGA,Former Miss Universe and new mommy Lara Dutta recently launched her new prenatal Yoga DVD,Bollywood Backstage,"lara dutta, lara dutta yoga, lara dutta dvd launch, lara dutta prenatal yoga, yoga, pregnant, exercise, workout, hot, scene, kiss, kissing, bikini, bold, mms, scandal, blue film, video, sexy, oomph, exposed, wardrobe malfunction, bollywood, bollywood news, gossip, celebrity, bollywoodbackstage, kareena saif wedding, kareena saif wedding reception, kareena saif sangeet ceremony",24,PT2M17S,21000.0,26.0,5.0,0.0,"Pregnant Lara Dutta does prenatal YOGA Former Miss Universe and new mommy Lara Dutta recently launched her new prenatal Yoga DVD lara dutta, lara dutta yoga, lara dutta dvd launch, lara dutta prenatal yoga, yoga, pregnant, exercise, workout, hot, scene, kiss, kissing, bikini, bold, mms, scandal, blue film, video, sexy, oomph, exposed, wardrobe malfunction, bollywood, bollywood news, gossip, celebrity, bollywoodbackstage, kareena saif wedding, kareena saif wedding reception, kareena saif sangeet ceremony",207,2,0.9121587872505188
4841,Y43UrkbSZ8E,Restorative Yoga with Tianne Allen: Deep Rest Restorative  & Yoga Nidra Meditation,"DoYogaWithMe.com | Experience whole body relaxation in this guided Yoga Nidra meditation. With a few blankets we create a comfortable position for your body to rest, then all you need to do is simply listen and receive this powerful practice. Yoga Nidra has many benefits, including helping to reduce stress, deepen sleep, ease anxiety and cultivate inner calm. All levels welcome.",DoYogaWithMe,"yoga, yoga class, full class, meditation, yoga nidra, rest, restful, restorative, peace, peaceful, routine, anxiety, calm",26,PT21M57S,4470.0,76.0,3.0,6.0,"Restorative Yoga with Tianne Allen: Deep Rest Restorative  & Yoga Nidra Meditation DoYogaWithMe.com | Experience whole body relaxation in this guided Yoga Nidra meditation. With a few blankets we create a comfortable position for your body to rest, then all you need to do is simply listen and receive this powerful practice. Yoga Nidra has many benefits, including helping to reduce stress, deepen sleep, ease anxiety and cultivate inner calm. All levels welcome. yoga, yoga class, full class, meditation, yoga nidra, rest, restful, restorative, peace, peaceful, routine, anxiety, calm",208,4,0.38323456048965454
135,V_wqQhT_vrE,Health Mantra Day 11 | Solution to all problems : Yoga Laugh : Simple and easy way,#HealthMantra #Day11,bharat yoga,<no tags>,26,PT3M3S,1187.0,154.0,0.0,12.0,Health Mantra Day 11 | Solution to all problems : Yoga Laugh : Simple and easy way #HealthMantra #Day11 <no tags>,209,1,0.5518746376037598
10055,4bmt1Y-TC6U,"ASMR Full Body Sound Bath | Soft Smudging, Chimes & Singing Bell | Beta to Theta Guided Relaxation","Beta to Theta guided relaxation in the form of a sound bath using ASMR softness and triggers. I'm using the Awakening Bell and Zenergy Chime with Sage and Sweetgrass for clearing. Soft speaking, whispering and a little tapping. My love to you Sweet dreams! Emma ",WhispersRed ASMR,"acmp, asmr, uk asmr, english asmr, british asmr, asmr massage, asmr haircut, asmr whisper, asmr role play, asmr sleep, asmr ear to ear, whispers red asmr, whispersredasmr, whispersred, emma whispers red, emma whisper red, whispersred asmr, sleep whisper, sleep music, sleep hypnosis, sleep meditation, sleep sounds, asmr sound bath, sound bath, zenergy chime, woodstock chimes, sound therapy, sound healing, Awakening Bell",22,PT22M22S,296318.0,3966.0,149.0,347.0,"ASMR Full Body Sound Bath | Soft Smudging, Chimes & Singing Bell | Beta to Theta Guided Relaxation Beta to Theta guided relaxation in the form of a sound bath using ASMR softness and triggers. I'm using the Awakening Bell and Zenergy Chime with Sage and Sweetgrass for clearing. Soft speaking, whispering and a little tapping. My love to you Sweet dreams! Emma  acmp, asmr, uk asmr, english asmr, british asmr, asmr massage, asmr haircut, asmr whisper, asmr role play, asmr sleep, asmr ear to ear, whispers red asmr, whispersredasmr, whispersred, emma whispers red, emma whisper red, whispersred asmr, sleep whisper, sleep music, sleep hypnosis, sleep meditation, sleep sounds, asmr sound bath, sound bath, zenergy chime, woodstock chimes, sound therapy, sound healing, Awakening Bell",210,1,0.9646263122558594
11461,STr8UK3618A,Mindfulness + Yoga for Kids | Effort,"Mindfulness meditation for kids about effort + yoga to get your day off on the right foot.
I made this video for my kids to do in the mornings so they could have a great start to their day. Hopefully, it will help you and your kids have a great start too. #yogaforkids #mindfulnessforkids ",Jessica Diaz,"mindfulness meditation for kids, mindfulness for kids, meditation for kids, meditation for kids 5 minutes, meditation for kids guided, guided meditation for kids, yoga for kids, stretching exercises for kids, meditation for kids in the classroom, classroom meditation, classroom meditation for kids, classroom meditation for students, classroom meditation quieting your busy mind, learning with jessica diaz, effort for students, putting in effort",27,PT5M39S,112.0,1.0,0.0,0.0,"Mindfulness + Yoga for Kids | Effort Mindfulness meditation for kids about effort + yoga to get your day off on the right foot.
I made this video for my kids to do in the mornings so they could have a great start to their day. Hopefully, it will help you and your kids have a great start too. #yogaforkids #mindfulnessforkids  mindfulness meditation for kids, mindfulness for kids, meditation for kids, meditation for kids 5 minutes, meditation for kids guided, guided meditation for kids, yoga for kids, stretching exercises for kids, meditation for kids in the classroom, classroom meditation, classroom meditation for kids, classroom meditation for students, classroom meditation quieting your busy mind, learning with jessica diaz, effort for students, putting in effort",211,3,0.5084646344184875
2580,ymE1mPiPOOA,Gentle Hatha Yoga for Lower Back Pain with David Procyshyn,"https://www.doyogawithme.com/. David teaches you how to release the key muscles that can lead to lower back tension and pain by taking through a self massage and sequence of effective, simple stretches. Note: you will need two tennis balls, an old sock, a strap and a bolster for this class.",DoYogaWithMe,"yoga, hatha, lower, back, Pain (Symptom)",26,PT21M53S,13942.0,174.0,7.0,14.0,"Gentle Hatha Yoga for Lower Back Pain with David Procyshyn https://www.doyogawithme.com/. David teaches you how to release the key muscles that can lead to lower back tension and pain by taking through a self massage and sequence of effective, simple stretches. Note: you will need two tennis balls, an old sock, a strap and a bolster for this class. yoga, hatha, lower, back, Pain (Symptom)",212,9,0.3720319867134094
5326,UMg_ENB7UAI,30 min Yin Yoga Flow | Full Body Yin Yoga Practice For Deep Stress Release,"Welcome to your 30 min Full Body Yin Yoga Flow. This yoga practice will help you release any stress and tension of the day, brings you into the present moment and since we are holding the poses longer you are not only creating a meditative state, but you are also increasing your mobility and flexibility. Yin yoga is a very slow paced and minful practice and it's really important to keep your awareness on your breath the entire time to get all the wondeful benefits from this 30 min yoga class. This yoga sequence is ideally practiced as an evening / bedtime flow or anytime you would like to relax, wind down and recharge ",Nathalie Shanti,"yin yoga, yin yoga flow, yin yoga class, slow yoga, restorative yoga, yoga stress release, 30 min yin yoga, 30 min yin yoga flow, 30 yin yoga, restorative yoga flow, yoga for backpain, yoga for tension, release tension yoga, yoga for beginners, yoga for back pain, 30 min back pain yoga, yoga for stress relief, evening yoga, bedtime yoga, 30 min bedtime yoga, yoga to relax, yoga to wind down, yoga to release anxiety, yoga to release worries, yin yoga stress relief, yin",17,PT35M41S,634.0,32.0,0.0,12.0,"30 min Yin Yoga Flow | Full Body Yin Yoga Practice For Deep Stress Release Welcome to your 30 min Full Body Yin Yoga Flow. This yoga practice will help you release any stress and tension of the day, brings you into the present moment and since we are holding the poses longer you are not only creating a meditative state, but you are also increasing your mobility and flexibility. Yin yoga is a very slow paced and minful practice and it's really important to keep your awareness on your breath the entire time to get all the wondeful benefits from this 30 min yoga class. This yoga sequence is ideally practiced as an evening / bedtime flow or anytime you would like to relax, wind down and recharge  yin yoga, yin yoga flow, yin yoga class, slow yoga, restorative yoga, yoga stress release, 30 min yin yoga, 30 min yin yoga flow, 30 yin yoga, restorative yoga flow, yoga for backpain, yoga for tension, release tension yoga, yoga for beginners, yoga for back pain, 30 min back pain yoga, yoga for stress relief, evening yoga, bedtime yoga, 30 min bedtime yoga, yoga to relax, yoga to wind down, yoga to release anxiety, yoga to release worries, yin yoga stress relief, yin",213,5,0.5256719589233398
14486,PN-yYSJ75Ss,Sun Salutations in Yoga Flow,"Sun Salutations see variations of Surya Namaskara with Mark Giubarelli
http://www.yogacards.com

more yoga positions at http://www.yogacards.com/yoga-positions.html

Flwo yoga sequences at home
http://www.yogacards.com/yoga/flow-yoga.html



See this sequence and more yoga positions at http://www.yogacards.com/yoga-positions.html

free yoga http://www.yogacards.com/yoga/free-yoga.html

Something for beginners in yoga http://www.yogacards.com/yoga/beginners-yoga.html

and yoga pranayama http://www.yogapranayama.net/",Mark Giubarelli,"flow yoga, sun salute, power yoga, practice yoga, free yoga, home yoga",1,PT2M14S,9116.0,5.0,1.0,2.0,"Sun Salutations in Yoga Flow Sun Salutations see variations of Surya Namaskara with Mark Giubarelli
http://www.yogacards.com

more yoga positions at http://www.yogacards.com/yoga-positions.html

Flwo yoga sequences at home
http://www.yogacards.com/yoga/flow-yoga.html



See this sequence and more yoga positions at http://www.yogacards.com/yoga-positions.html

free yoga http://www.yogacards.com/yoga/free-yoga.html

Something for beginners in yoga http://www.yogacards.com/yoga/beginners-yoga.html

and yoga pranayama http://www.yogapranayama.net/ flow yoga, sun salute, power yoga, practice yoga, free yoga, home yoga",214,8,0.8944329023361206
6249,dJdnfY8UpmI,Kundalini Yoga - Kriya for Morning Sadhana | KIMILLA,"Please SUBSCRIBE & click the bell, select ALL for new vid notifications . 
I  love this kriya, it makes me feel balanced and centered, it stretches my whole body and activates my energy! Kundalini awakening through my chakras, meridians, glands and organs. Posture and breath, empowered emotions, balance of the body, mind and spirit. Deep transformation and healing, as the whole system adjusts itself, energy is boosted and core strength projects a sense of confidence and altitude in my actions. 
The radiance glows from within out into the auric layers. A flow of magic is felt as the body is letting go of stress, healing itself intelligently, layer by layer in divine order. Synchronising the brain to shift from fight flight and enter a state of cosmic connection! The perfect basic yoga set for beginners as a morning practice, start with 40 days. I love teaching this sequence, it is genius, super potent and transformational for all people. For an advanced practice use this kriya as your warm up and follow with a second kriya. You will be empowered and living your best life! ",KIMILLATV,<no tags>,22,PT44M20S,2153.0,192.0,1.0,27.0,"Kundalini Yoga - Kriya for Morning Sadhana | KIMILLA Please SUBSCRIBE & click the bell, select ALL for new vid notifications . 
I  love this kriya, it makes me feel balanced and centered, it stretches my whole body and activates my energy! Kundalini awakening through my chakras, meridians, glands and organs. Posture and breath, empowered emotions, balance of the body, mind and spirit. Deep transformation and healing, as the whole system adjusts itself, energy is boosted and core strength projects a sense of confidence and altitude in my actions. 
The radiance glows from within out into the auric layers. A flow of magic is felt as the body is letting go of stress, healing itself intelligently, layer by layer in divine order. Synchronising the brain to shift from fight flight and enter a state of cosmic connection! The perfect basic yoga set for beginners as a morning practice, start with 40 days. I love teaching this sequence, it is genius, super potent and transformational for all people. For an advanced practice use this kriya as your warm up and follow with a second kriya. You will be empowered and living your best life!  <no tags>",215,4,0.6717255115509033
8162,I3LmlUXol9M,Pilates music workout - Pilates yoga - Power pilates - Musica Pilatesa,"S'abonner / Subscribe / Suscribirse
https://www.youtube.com/user/etrezenchannel?sub_confirmation=1
Chill out y msica lounge para clases de pilates. Corrija y mejore la postura reafirmando y tonificando los msculos del abdomen, glteos, pelvis y espalda para apoyar todo el cuerpo, desarrollar flexibilidad y alargar la columna vertebral, relajar los grupos musculares Rgido: cuello, hombros, espalda. Tone grupos musculares sueltos: abdominales, glteos, para equilibrar los msculos y deshacerse de la tensin, eliminar el estrs mediante tcnicas de respiracin
que proporciona una sensacin de bienestar energizando cada sesin. Desarrolle una conciencia del funcionamiento adecuado de su cuerpo para optimizar la efectividad de sus movimientos, mejore la coordinacin, prevenga las lesiones causadas por malas posturas, programa de pilates. Es agradable de seguir y debera permitirle sentir los efectos muy rpidamente. Si se adhiere a ellos, tendr la satisfaccin de mejorar su postura, desarrollar un mejor equilibrio, luchar contra el dolor y la rigidez, para ser ms adecuado. Flexible y con un cuerpo ms delgado, ms delgado y tonificado, mejorar su postura le dar la sensacin de haber perdido peso",etrezenchannel,"pilates, yoga pilates, power pilates, fitness, musica pilates",10,PT1H49S,496655.0,1470.0,247.0,12.0,"Pilates music workout - Pilates yoga - Power pilates - Musica Pilatesa S'abonner / Subscribe / Suscribirse
https://www.youtube.com/user/etrezenchannel?sub_confirmation=1
Chill out y msica lounge para clases de pilates. Corrija y mejore la postura reafirmando y tonificando los msculos del abdomen, glteos, pelvis y espalda para apoyar todo el cuerpo, desarrollar flexibilidad y alargar la columna vertebral, relajar los grupos musculares Rgido: cuello, hombros, espalda. Tone grupos musculares sueltos: abdominales, glteos, para equilibrar los msculos y deshacerse de la tensin, eliminar el estrs mediante tcnicas de respiracin
que proporciona una sensacin de bienestar energizando cada sesin. Desarrolle una conciencia del funcionamiento adecuado de su cuerpo para optimizar la efectividad de sus movimientos, mejore la coordinacin, prevenga las lesiones causadas por malas posturas, programa de pilates. Es agradable de seguir y debera permitirle sentir los efectos muy rpidamente. Si se adhiere a ellos, tendr la satisfaccin de mejorar su postura, desarrollar un mejor equilibrio, luchar contra el dolor y la rigidez, para ser ms adecuado. Flexible y con un cuerpo ms delgado, ms delgado y tonificado, mejorar su postura le dar la sensacin de haber perdido peso pilates, yoga pilates, power pilates, fitness, musica pilates",216,2,0.7064611911773682
1282,W0FxPT0O0SA,Yoga for Beginners At Home (30 min) Vinyasa Flow,Yoga for beginners at home 30 Beginning Vinyasa Flow (Free Yoga Class). For another beginners yoga video click here https://www.youtube.com/watch?v=zzonBs06mX8&list=PLEs9dX8UXFZrz9RxOquZoB6Pl972vYRFw&index=2&t=7s,Fightmaster Yoga,"Beginners Vinyasa Flow, beginners vinyasa yoga, Free yoga class, vinyasa yoga for beginners, vinyasa flow beginner, yoga vinyasa flow beginner, beginner vinyasa yoga, Fightmaster Yoga, yoga for beginners, beginners yoga, yoga at home, yoga for beginners at home, yoga, yoga channel, fightmaster yoga, yoga fightmaster, yoga class, yoga practice, lesley fightmaster",17,PT33M28S,496779.0,4043.0,119.0,264.0,"Yoga for Beginners At Home (30 min) Vinyasa Flow Yoga for beginners at home 30 Beginning Vinyasa Flow (Free Yoga Class). For another beginners yoga video click here https://www.youtube.com/watch?v=zzonBs06mX8&list=PLEs9dX8UXFZrz9RxOquZoB6Pl972vYRFw&index=2&t=7s Beginners Vinyasa Flow, beginners vinyasa yoga, Free yoga class, vinyasa yoga for beginners, vinyasa flow beginner, yoga vinyasa flow beginner, beginner vinyasa yoga, Fightmaster Yoga, yoga for beginners, beginners yoga, yoga at home, yoga for beginners at home, yoga, yoga channel, fightmaster yoga, yoga fightmaster, yoga class, yoga practice, lesley fightmaster",217,3,0.8503481149673462
13989,3BuLU09HAzQ,Harmonizing Air Yin Yoga Practice by Jamie Clarke,Harmonizing Air Yin Yoga Practice by Jamie Clarke that will hopefully bring awareness to your heart. Enjoy!,Dulce Aguilar,<no tags>,22,PT2H29M56S,59.0,1.0,0.0,0.0,Harmonizing Air Yin Yoga Practice by Jamie Clarke Harmonizing Air Yin Yoga Practice by Jamie Clarke that will hopefully bring awareness to your heart. Enjoy! <no tags>,218,7,0.864401638507843
1060,92HPQ_FCCYg,BODY / Ashtanga Vinyasa Yoga with Arun,"Flow with this dynamic yoga practice led by @ashtangarun who believes that the success of yoga does not lie in the ability to perform postures, but in how it positively changes the way we live and promote our relationships. In this one hour class, youll focus on synchronizing your breathing with a progressive series of poses to eliminate toxins from the body.  This class will be uploaded to IGTV so you can access this practice everyday, whenever you need it. #NmadeGlobal",Nômade Tulum,<no tags>,19,PT1H18S,29759.0,727.0,7.0,24.0,"BODY / Ashtanga Vinyasa Yoga with Arun Flow with this dynamic yoga practice led by @ashtangarun who believes that the success of yoga does not lie in the ability to perform postures, but in how it positively changes the way we live and promote our relationships. In this one hour class, youll focus on synchronizing your breathing with a progressive series of poses to eliminate toxins from the body.  This class will be uploaded to IGTV so you can access this practice everyday, whenever you need it. #NmadeGlobal <no tags>",219,2,0.45470768213272095
7921,fRBFohrfRd0,Pilates For Flexibility | 15 Minute Routine | Lottie Murphy,Improve your mobility in this 15 minute routine focusing on your range of movement in different joints and stretches to make you feel open and more flexible. #pilatesforflexibility #workout #lottiemurphypilates ,Lottie Murphy,"pilates with lottie, lottie murphy pilates, lottie murphy, flexibility pilates, movement, pilates for back pain, pilates for runners, flexibility routine, hip stretches, stretching, pilates stretches, yoga exercises, core work, back exercises, pilates for beginners, beginner pilates, flexibility, pilates for flexibility, pilates body",26,PT15M59S,117643.0,1974.0,22.0,42.0,"Pilates For Flexibility | 15 Minute Routine | Lottie Murphy Improve your mobility in this 15 minute routine focusing on your range of movement in different joints and stretches to make you feel open and more flexible. #pilatesforflexibility #workout #lottiemurphypilates  pilates with lottie, lottie murphy pilates, lottie murphy, flexibility pilates, movement, pilates for back pain, pilates for runners, flexibility routine, hip stretches, stretching, pilates stretches, yoga exercises, core work, back exercises, pilates for beginners, beginner pilates, flexibility, pilates for flexibility, pilates body",220,3,0.9667119979858398
1094,VEFRtZX-f6I,Cours de Yoga Vinyasa pour dbutants I ELLE Yoga,"Aussi appel yoga dynamique, le yoga Vinyasa rveille vos muscles et vous permet de rester tonique ? Suivez le cours complet de Nathalie Fauquette destin aux novices.",ELLE,"ELLE, ELLE fr, cours de yoga, cours yoga, yoga vinyasa dbutant, cours yoga vinyasa dbutant, yoga vinyasa, dbutant yoga vinyasa, yoga dynamique, relaxation yoga, dtente, yoga tonique, Nathalie Fauquette",26,PT22M15S,658860.0,5510.0,236.0,164.0,"Cours de Yoga Vinyasa pour dbutants I ELLE Yoga Aussi appel yoga dynamique, le yoga Vinyasa rveille vos muscles et vous permet de rester tonique ? Suivez le cours complet de Nathalie Fauquette destin aux novices. ELLE, ELLE fr, cours de yoga, cours yoga, yoga vinyasa dbutant, cours yoga vinyasa dbutant, yoga vinyasa, dbutant yoga vinyasa, yoga dynamique, relaxation yoga, dtente, yoga tonique, Nathalie Fauquette",221,3,0.8878813982009888
12639,jsLAc-2y0bE,Gentle Yoga - 25 Minute Morning Yoga Sequence   -  Yoga With Adriene,"Join Adriene for this Gentle Yoga Practice. Mindful yoga. Energetic hygiene! Practice self care, self love and take some time for you. Connect to your breath and body and let go of your stress energy, worries and burdens. With a focus on action, alignment and breath, this practice features a nice tempo to find what feels good and listen to the body. This sequence is easy on the wrists and great for the spine. A good practice for those new to yoga - also great for fast paced yogis who want to keep a healthy and well balanced yoga practice. Enjoy!",Yoga With Adriene,"yoga, yoga with adriene, gentle yoga, yoga for beginners, yoga for back, yoga for spine, yoga for the wrists, yoga body, hatha yoga, Yoga everyday, yoga for wellness, wellness, austin tx, adriene mishler, yoga for happiness, yoga for depression, 25 min yoga, Meditation, Health (Industry), yoga for health, mindfulness, mindful yoga, yoga for relaxation, yoga for stress",26,PT25M54S,2459729.0,26210.0,396.0,1001.0,"Gentle Yoga - 25 Minute Morning Yoga Sequence   -  Yoga With Adriene Join Adriene for this Gentle Yoga Practice. Mindful yoga. Energetic hygiene! Practice self care, self love and take some time for you. Connect to your breath and body and let go of your stress energy, worries and burdens. With a focus on action, alignment and breath, this practice features a nice tempo to find what feels good and listen to the body. This sequence is easy on the wrists and great for the spine. A good practice for those new to yoga - also great for fast paced yogis who want to keep a healthy and well balanced yoga practice. Enjoy! yoga, yoga with adriene, gentle yoga, yoga for beginners, yoga for back, yoga for spine, yoga for the wrists, yoga body, hatha yoga, Yoga everyday, yoga for wellness, wellness, austin tx, adriene mishler, yoga for happiness, yoga for depression, 25 min yoga, Meditation, Health (Industry), yoga for health, mindfulness, mindful yoga, yoga for relaxation, yoga for stress",222,1,0.4414527416229248
1790,Q2Wqp3-WGA0,Elastyczny Krgosup - Vinyasa Flow,"Elastyczny Krgosup - Vinyasa Flow to joga dynamiczna, podczas ktrej skupimy si mocniej na naszym krgosupie rzecz jasna :) Bdzie duo wygi, troch skrtw i wzmacniania caego ciaa, bo przecie nie moemy izolowa jednej czci od innej - jestemy caoci i tak chcemy pracowa na nasze ciao :)",Małgorzata Mostowska,"joga na krgosup, joga na zdrowy krgosup, zdrowy krgosup, elastyczny krgosup, joga dla pocztkujcych, joga dla zaawansowanych, joga vinyasa, joga dynamiczna, power joga, joga w domu, joga flow, joga, joga krgosupa, joga na bl plecw, joga wyszczuplajca, joga odchudzajca, malgorzata mostowska, joga plecy",19,PT30M10S,158926.0,3342.0,47.0,283.0,"Elastyczny Krgosup - Vinyasa Flow Elastyczny Krgosup - Vinyasa Flow to joga dynamiczna, podczas ktrej skupimy si mocniej na naszym krgosupie rzecz jasna :) Bdzie duo wygi, troch skrtw i wzmacniania caego ciaa, bo przecie nie moemy izolowa jednej czci od innej - jestemy caoci i tak chcemy pracowa na nasze ciao :) joga na krgosup, joga na zdrowy krgosup, zdrowy krgosup, elastyczny krgosup, joga dla pocztkujcych, joga dla zaawansowanych, joga vinyasa, joga dynamiczna, power joga, joga w domu, joga flow, joga, joga krgosupa, joga na bl plecw, joga wyszczuplajca, joga odchudzajca, malgorzata mostowska, joga plecy",223,3,0.5501642227172852
9014,oCWp2fvoLjk,Yoga Nidra for Restorative Sleep with Solar Plexus Chakra Music You Are Important,"This 39-minute yoga nidra practice is designed to help you find restorative sleep. The practice also focuses on how very important you are. This deeply calming track contains music designed for the solar plexus chakra as a gentle backdrop. Ideal for the seasoned Yoga Nidra practitioner.  This practice does not contain any type of wording or signals to bring you out of Yoga Nidra. The final 7-minutes of the practice contains only the gentle, soft music to help you be coaxed into sleep.  It is based on the classic 8-stage technique, including a rotation-of-consciousness body scan, visualization, and sankalpa. Special recognition and thanks to Rebecca Reads for her calming background music, Solar Plexus Chakra Note E. Photo by Hiu Hong from Pexels. ",Grace Yoga,"yoganidra, yoga nidra, meditation, sleep",22,PT38M59S,2090.0,31.0,1.0,3.0,"Yoga Nidra for Restorative Sleep with Solar Plexus Chakra Music You Are Important This 39-minute yoga nidra practice is designed to help you find restorative sleep. The practice also focuses on how very important you are. This deeply calming track contains music designed for the solar plexus chakra as a gentle backdrop. Ideal for the seasoned Yoga Nidra practitioner.  This practice does not contain any type of wording or signals to bring you out of Yoga Nidra. The final 7-minutes of the practice contains only the gentle, soft music to help you be coaxed into sleep.  It is based on the classic 8-stage technique, including a rotation-of-consciousness body scan, visualization, and sankalpa. Special recognition and thanks to Rebecca Reads for her calming background music, Solar Plexus Chakra Note E. Photo by Hiu Hong from Pexels.  yoganidra, yoga nidra, meditation, sleep",224,2,0.5280035734176636
4140,OhYnbEm-wtM,Ashtanga Yoga: Yoganidrasana (Yogic Sleep Posture),"Yoganidrasana  (Yogic Sleep Posture) is the last of the three foot behind head postures in the intermediate series in Ashtanga. Iain Grysak explains how to enter it and what to be working on.
",love yoga anatomy,"Yoganidrasana, Ashtanga, Asana Essentials, Yoga, Iain Grysak, Intermediate series, Yogic Sleep Posture",17,PT3M4S,27146.0,194.0,13.0,7.0,"Ashtanga Yoga: Yoganidrasana (Yogic Sleep Posture) Yoganidrasana  (Yogic Sleep Posture) is the last of the three foot behind head postures in the intermediate series in Ashtanga. Iain Grysak explains how to enter it and what to be working on.
 Yoganidrasana, Ashtanga, Asana Essentials, Yoga, Iain Grysak, Intermediate series, Yogic Sleep Posture",225,8,0.9321887493133545
12326,YSgVN-dzXSM,Mindful Yoga June 29,Mindful Yoga June 29,Kenton Library,<no tags>,27,PT40M53S,3.0,0.0,0.0,0.0,Mindful Yoga June 29 Mindful Yoga June 29 <no tags>,226,0,0.601674497127533
